seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chr19	42022241	42022357	chr19_42022241_42022357_-	-	3'AS	chr19_42022056_42022241_-	chr19_42022357_42042552_-	42022056	42042552	3	18.38	9.42	552.0	Blood Vessel,Brain,Pituitary,Testis,Thyroid	24	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A42022046%2D42042562
chr10	120890692	120890887	chr10_120890692_120890887_+	+	3'AS	chr10_120890009_120890692_+	chr10_120890887_120900029_+	120890009	120900029	24	11.48	8.2	542.0	Adipose Tissue,Adrenal Gland,Colon,Esophagus,Lung,Muscle,Pancreas,Skin	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A120889999%2D120900039
chr1	33527196	33527261	chr1_33527196_33527261_-	-	3'AS	chr1_33525043_33527196_-	chr1_33527261_33533050_-	33525043	33533050	3	9.9	8.69	398.0	Adipose Tissue,Brain,Nerve	26	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A33525033%2D33533060
chrX	145822005	145822163	chrX_145822005_145822163_+	+	5'AS	chrX_145821884_145822005_+	chrX_145822163_145822383_+	145821884	145822383	10	6.53	6.9	477.0	Brain	30	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A145821874%2D145822393
chr8	143160149	143160267	chr8_143160149_143160267_-	-	5'AS	chr8_143159709_143160149_-	chr8_143160267_143160546_-	143159709	143160546	49	15.8	12.63	586.0	Brain,Pituitary	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A143159699%2D143160556
chr2	27094474	27094611	chr2_27094474_27094611_+	+	3'AS	chr2_27092448_27094474_+	chr2_27094611_27094800_+	27092448	27094800	3	13.52	11.57	437.0	Adrenal Gland,Colon,Kidney,Liver,Uterus	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A27092438%2D27094810
chr7	111735054	111735229	chr7_111735054_111735229_-	-	3'AS	chr7_111732287_111735054_-	chr7_111735229_111736917_-	111732287	111736917	62	15.56	10.25	641.0	Adipose Tissue,Lung,Nerve	8	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A111732277%2D111736927
chr5	148427213	148427821	chr5_148427213_148427821_+	+	5'AS	chr5_148425701_148427213_+	chr5_148427821_148433424_+	148425701	148433424	99	6.89	6.78	802.0	Adipose Tissue,Blood,Brain,Esophagus,Uterus	9	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A148425691%2D148433434
chr20	2999331	2999425	chr20_2999331_2999425_+	+	CE	chr20_2988474_2999331_+	chr20_2999425_3005056_+	2988474	3005056	94	21.29	15.73	584.0	Muscle,Testis,Uterus	131	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A2988464%2D3005066
chr20	35883352	35883412	chr20_35883352_35883412_+	+	CE	chr20_35871829_35883352_+	chr20_35883412_35899370_+	35871829	35899370	60	14.57	8.62	202.21	Testis	13	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A35871819%2D35899380
chr6	47603759	47603832	chr6_47603759_47603832_+	+	CE	chr6_47599443_47603759_+	chr6_47603832_47606165_+	47599443	47606165	73	21.12	11.55	667.0	Brain	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A47599433%2D47606175
chr3	49295546	49295642	chr3_49295546_49295642_-	-	CE	chr3_49294598_49295546_-	chr3_49295642_49297870_-	49294598	49297870	96	24.04	11.3	499.0	Blood,Esophagus,Lung,Testis	33	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A49294588%2D49297880
chrX	96936374	96936500	chrX_96936374_96936500_+	+	CE	chrX_96930843_96936374_+	chrX_96936500_96937233_+	96930843	96937233	126	10.04	6.0	640.0	Muscle	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A96930833%2D96937243
chr3	152458009	152458193	chr3_152458009_152458193_+	+	3'AS	chr3_152456361_152458009_+	chr3_152458193_152459271_+	152456361	152459271	121	35.27	13.96	740.0	Blood Vessel,Muscle,Nerve,Prostate	24	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A152456351%2D152459281
chr5	24535703	24535848	chr5_24535703_24535848_-	-	3'AS	chr5_24535279_24535703_-	chr5_24535848_24537380_-	24535279	24537380	26	16.78	7.0	631.0	Brain	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A24535269%2D24537390
chr9	128999160	128999317	chr9_128999160_128999317_+	+	3'AS	chr9_128998623_128999160_+	chr9_128999317_128999624_+	128998623	128999624	12	8.79	6.0	536.0	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A128998613%2D128999634
chr7	12337177	12337295	chr7_12337177_12337295_-	-	3'AS	chr7_12337083_12337177_-	chr7_12337295_12340322_-	12337083	12340322	23	17.46	13.25	463.0	Heart,Pituitary	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A12337073%2D12340332
chr2	172080128	172080208	chr2_172080128_172080208_+	+	5'AS	chr2_172079262_172080128_+	chr2_172080208_172080328_+	172079262	172080328	2	6.68	7.5	589.0	Lung,Muscle,Nerve,Ovary	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A172079252%2D172080338
chr4	108964849	108964984	chr4_108964849_108964984_-	-	CE	chr4_108941437_108964849_-	chr4_108964984_108974367_-	108941437	108974367	135	20.37	7.5	680.0	Testis	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A108941427%2D108974377
chr10	122428082	122428167	chr10_122428082_122428167_+	+	CE	chr10_122427031_122428082_+	chr10_122428167_122428276_+	122427031	122428276	85	28.55	9.18	692.0	Testis	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A122427021%2D122428286
chr9	100241452	100241556	chr9_100241452_100241556_+	+	CE	chr9_100240240_100241452_+	chr9_100241556_100242570_+	100240240	100242570	104	16.61	11.8	439.0	Brain	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A100240230%2D100242580
chr6	31636733	31636950	chr6_31636733_31636950_+	+	5'AS	chr6_31636608_31636733_+	chr6_31636950_31637042_+	31636608	31637042	5	9.37	7.5	563.0	Blood,Lung,Skin	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A31636598%2D31637052
chr4	39075965	39076150	chr4_39075965_39076150_+	+	5'AS	chr4_39063035_39075965_+	chr4_39076150_39081103_+	39063035	39081103	3	15.38	9.5	379.29	Brain	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A39063025%2D39081113
chr1	40375747	40375816	chr1_40375747_40375816_+	+	CE	chr1_40374223_40375747_+	chr1_40375816_40406736_+	40374223	40406736	69	23.19	9.67	379.0	Adipose Tissue,Blood	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A40374213%2D40406746
chr11	33028366	33028480	chr11_33028366_33028480_+	+	CE	chr11_33027813_33028366_+	chr11_33028480_33028603_+	33027813	33028603	114	12.98	9.0	456.43	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A33027803%2D33028613
chr6	129616208	129616303	chr6_129616208_129616303_-	-	5'AS	chr6_129611610_129616208_-	chr6_129616303_129618687_-	129611610	129618687	4	21.37	24.0	433.0	Adipose Tissue	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A129611600%2D129618697
chr6	44250291	44250601	chr6_44250291_44250601_+	+	5'AS	chr6_44250154_44250291_+	chr6_44250601_44251048_+	44250154	44251048	2	156.58	27.0	615.0	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A44250144%2D44251058
chr12	54402983	54403067	chr12_54402983_54403067_-	-	3'AS	chr12_54402330_54402983_-	chr12_54403067_54403187_-	54402330	54403187	17	469.79	299.0	476.0	Blood Vessel	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A54402320%2D54403197
chr22	19405463	19405531	chr22_19405463_19405531_-	-	CE	chr22_19398087_19405463_-	chr22_19405531_19405786_-	19398087	19405786	68	28.87	15.8	395.0	Adipose Tissue,Blood,Blood Vessel,Brain,Breast,Colon,Esophagus,Heart,Kidney,Liver,Lung,Muscle,Nerve,Ovary,Pancreas,Pituitary,Skin,Stomach,Testis,Thyroid,Uterus,Vagina	747	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A19398077%2D19405796
chr3	195869428	195869541	chr3_195869428_195869541_-	-	5'AS	chr3_195868709_195869428_-	chr3_195869541_195870114_-	195868709	195870114	69	60.46	38.39	414.61	Heart,Muscle,Prostate	109	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A195868699%2D195870124
chr12	101726294	101726517	chr12_101726294_101726517_+	+	5'AS	chr12_101723847_101726294_+	chr12_101726517_101728901_+	101723847	101728901	113	293.37	11.83	626.0	Adrenal Gland,Blood,Blood Vessel,Brain,Breast,Colon,Esophagus,Heart,Stomach,Testis	145	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A101723837%2D101728911
chr6	43622628	43622804	chr6_43622628_43622804_-	-	5'AS	chr6_43622167_43622628_-	chr6_43622804_43623737_-	43622167	43623737	5	14.79	7.36	561.56	Adipose Tissue,Blood,Blood Vessel,Brain,Colon,Esophagus,Heart,Lung,Skin	14	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A43622157%2D43623747
chrX	20055734	20055799	chrX_20055734_20055799_-	-	CE	chrX_20052988_20055734_-	chrX_20055799_20056680_-	20052988	20056680	65	23.69	16.4	592.0	Brain	505	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A20052978%2D20056690
chr6	42634248	42634294	chr6_42634248_42634294_+	+	CE	chr6_42632904_42634248_+	chr6_42634294_42635418_+	42632904	42635418	46	12.64	6.33	226.95	Stomach,Testis	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A42632894%2D42635428
chr16	89964176	89964310	chr16_89964176_89964310_+	+	3'AS	chr16_89963443_89964176_+	chr16_89964310_89964466_+	89963443	89964466	45	8.14	6.5	439.0	Lung	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A89963433%2D89964476
chr5	91373684	91373876	chr5_91373684_91373876_-	-	3'AS	chr5_91371456_91373684_-	chr5_91373876_91374114_-	91371456	91374114	38	17.89	10.72	627.0	Adipose Tissue,Blood Vessel,Brain,Breast,Colon,Fallopian Tube,Heart,Lung,Muscle,Ovary,Pituitary,Skin,Stomach,Thyroid	57	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A91371446%2D91374124
chr20	34859969	34860077	chr20_34859969_34860077_-	-	3'AS	chr20_34859639_34859969_-	chr20_34860077_34860254_-	34859639	34860254	35	8.11	5.0	627.0	Uterus	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A34859629%2D34860264
chr2	227272949	227273121	chr2_227272949_227273121_+	+	5'AS	chr2_227270952_227272949_+	chr2_227273121_227276385_+	227270952	227276385	4	13.66	9.88	424.0	Adrenal Gland,Blood Vessel,Esophagus,Heart,Kidney,Lung,Muscle,Ovary,Pituitary,Thyroid	180	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A227270942%2D227276395
chr7	100098567	100098715	chr7_100098567_100098715_-	-	5'AS	chr7_100098290_100098567_-	chr7_100098715_100099023_-	100098290	100099023	11	11.46	11.64	359.55	Adipose Tissue,Blood,Brain,Esophagus,Heart,Lung,Nerve,Ovary,Pituitary,Prostate,Skin,Testis,Thyroid,Uterus	28	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A100098280%2D100099033
chr10	30336803	30337031	chr10_30336803_30337031_-	-	3'AS	chr10_30326635_30336803_-	chr10_30337031_30340226_-	30326635	30340226	4	16.05	7.61	406.0	Adipose Tissue,Brain,Breast,Colon,Esophagus,Muscle,Nerve,Ovary,Skin,Testis,Thyroid,Uterus	56	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A30326625%2D30340236
chr11	72007189	72007450	chr11_72007189_72007450_-	-	3'AS	chr11_72006263_72007189_-	chr11_72007450_72008688_-	72006263	72008688	15	9.91	5.0	409.15	Blood,Heart	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A72006253%2D72008698
chr1	35186947	35187122	chr1_35186947_35187122_-	-	5'AS	chr1_35184593_35186947_-	chr1_35187122_35187203_-	35184593	35187203	54	21.02	12.75	482.4	Adipose Tissue,Adrenal Gland,Blood,Brain	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A35184583%2D35187213
chr2	117941185	117941297	chr2_117941185_117941297_-	-	5'AS	chr2_117939111_117941185_-	chr2_117941297_117944024_-	117939111	117944024	4	11.07	8.33	515.2	Blood Vessel,Muscle,Skin	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A117939101%2D117944034
chrX	110445115	110445268	chrX_110445115_110445268_+	+	3'AS	chrX_110358916_110445115_+	chrX_110445268_110450567_+	110358916	110450567	38	7.11	5.0	697.0	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A110358906%2D110450577
chr17	37467454	37467529	chr17_37467454_37467529_+	+	5'AS	chr17_37465541_37467454_+	chr17_37467529_37470400_+	37465541	37470400	4	6.66	5.0	488.13	Vagina	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A37465531%2D37470410
chr22	19362020	19362203	chr22_19362020_19362203_-	-	CE	chr22_19361931_19362020_-	chr22_19362203_19375631_-	19361931	19375631	183	9.93	7.0	264.33	Muscle	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A19361921%2D19375641
chr7	30350761	30350837	chr7_30350761_30350837_+	+	CE	chr7_30323737_30350761_+	chr7_30350837_30355728_+	30323737	30355728	76	16.6	10.51	625.0	Muscle,Prostate	143	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A30323727%2D30355738
chr2	27616819	27616945	chr2_27616819_27616945_+	+	CE	chr2_27616324_27616819_+	chr2_27616945_27617473_+	27616324	27617473	126	13.92	6.0	469.55	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A27616314%2D27617483
chr6	4055553	4055676	chr6_4055553_4055676_+	+	CE	chr6_4052873_4055553_+	chr6_4055676_4056321_+	4052873	4056321	123	24.51	10.17	620.0	Brain,Muscle,Nerve	46	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A4052863%2D4056331
chr3	56170129	56170170	chr3_56170129_56170170_-	-	CE	chr3_56149132_56170129_-	chr3_56170170_56173446_-	56149132	56173446	41	15.89	7.0	360.0	Pituitary	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A56149122%2D56173456
chr6	135010614	135010759	chr6_135010614_135010759_-	-	CE	chr6_135002842_135010614_-	chr6_135010759_135039573_-	135002842	135039573	145	15.58	8.0	305.1	Brain	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A135002832%2D135039583
chr3	170102178	170102305	chr3_170102178_170102305_-	-	CE	chr3_170097384_170102178_-	chr3_170102305_170102479_-	170097384	170102479	127	15.76	8.0	591.0	Lung,Nerve	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A170097374%2D170102489
chr4	166007943	166008061	chr4_166007943_166008061_+	+	5'AS	chr4_166003569_166007943_+	chr4_166008061_166014436_+	166003569	166014436	13	7.38	6.5	550.0	Blood Vessel,Brain	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A166003559%2D166014446
chr2	170842569	170842654	chr2_170842569_170842654_+	+	5'AS	chr2_170836883_170842569_+	chr2_170842654_170844045_+	170836883	170844045	6	18.72	9.6	641.0	Blood Vessel,Pituitary,Thyroid	20	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A170836873%2D170844055
chr17	29612083	29612273	chr17_29612083_29612273_+	+	3'AS	chr17_29612006_29612083_+	chr17_29612273_29612402_+	29612006	29612402	33	12.85	11.17	486.82	Brain,Testis	6	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A29611996%2D29612412
chr16	48130772	48130895	chr16_48130772_48130895_-	-	5'AS	chr16_48128737_48130772_-	chr16_48130895_48133687_-	48128737	48133687	16	9.88	6.0	431.0	Testis	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A48128727%2D48133697
chr10	97461496	97461633	chr10_97461496_97461633_-	-	3'AS	chr10_97461007_97461496_-	chr10_97461633_97461828_-	97461007	97461828	11	10.26	7.5	524.0	Colon,Skin,Stomach,Thyroid	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A97460997%2D97461838
chr5	176359806	176359918	chr5_176359806_176359918_-	-	5'AS	chr5_176359567_176359806_-	chr5_176359918_176361602_-	176359567	176361602	5	45.31	6.0	449.0	Esophagus	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A176359557%2D176361612
chr12	121328316	121328473	chr12_121328316_121328473_-	-	3'AS	chr12_121327231_121328316_-	chr12_121328473_121330583_-	121327231	121330583	15	9.13	6.0	649.0	Blood	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A121327221%2D121330593
chr9	23693202	23693315	chr9_23693202_23693315_-	-	CE	chr9_23692884_23693202_-	chr9_23693315_23701379_-	23692884	23701379	113	13.35	9.33	587.06	Testis	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A23692874%2D23701389
chr1	235225495	235225562	chr1_235225495_235225562_-	-	CE	chr1_235224775_235225495_-	chr1_235225562_235229231_-	235224775	235229231	67	24.56	7.0	424.0	Blood	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A235224765%2D235229241
chr6	43628517	43628589	chr6_43628517_43628589_-	-	CE	chr6_43626948_43628517_-	chr6_43628589_43628977_-	43626948	43628977	72	14.31	7.67	182.36	Testis	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A43626938%2D43628987
chr17	58525078	58525217	chr17_58525078_58525217_-	-	3'AS	chr17_58522101_58525078_-	chr17_58525217_58525695_-	58522101	58525695	16	60.36	13.67	574.0	Blood Vessel,Brain	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A58522091%2D58525705
chr19	48724711	48724960	chr19_48724711_48724960_-	-	5'AS	chr19_48724509_48724711_-	chr19_48724960_48726785_-	48724509	48726785	6	20.44	9.0	593.0	Brain,Heart,Ovary,Uterus	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A48724499%2D48726795
chr17	79083761	79083955	chr17_79083761_79083955_+	+	5'AS	chr17_79083590_79083761_+	chr17_79083955_79084538_+	79083590	79084538	4	16.01	12.0	334.0	Blood,Blood Vessel,Brain,Liver,Lung,Nerve,Skin,Testis,Uterus	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A79083580%2D79084548
chr14	50443935	50444036	chr14_50443935_50444036_-	-	5'AS	chr14_50443770_50443935_-	chr14_50444036_50445041_-	50443770	50445041	4	10.08	7.0	525.0	Nerve	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A50443760%2D50445051
chr11	47244735	47244951	chr11_47244735_47244951_-	-	3'AS	chr11_47243321_47244735_-	chr11_47244951_47245305_-	47243321	47245305	84	13.11	9.14	593.0	Muscle	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A47243311%2D47245315
chr3	51937188	51937318	chr3_51937188_51937318_-	-	5'AS	chr3_51936555_51937188_-	chr3_51937318_51937545_-	51936555	51937545	4	8.39	8.5	407.87	Adipose Tissue,Nerve	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A51936545%2D51937555
chr6	129266862	129266915	chr6_129266862_129266915_+	+	CE	chr6_129260822_129266862_+	chr6_129266915_129267106_+	129260822	129267106	53	22.0	13.0	518.0	Heart,Muscle	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A129260812%2D129267116
chr8	130180513	130180598	chr8_130180513_130180598_-	-	CE	chr8_130179349_130180513_-	chr8_130180598_130180751_-	130179349	130180751	85	11.83	9.0	553.0	Heart	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A130179339%2D130180761
chr12	82407817	82407871	chr12_82407817_82407871_+	+	CE	chr12_82403130_82407817_+	chr12_82407871_82430893_+	82403130	82430893	54	18.82	18.5	479.0	Brain	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A82403120%2D82430903
chr8	100223662	100223753	chr8_100223662_100223753_+	+	CE	chr8_100220431_100223662_+	chr8_100223753_100225173_+	100220431	100225173	91	20.53	10.0	559.0	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A100220421%2D100225183
chr17	44014937	44015155	chr17_44014937_44015155_-	-	5'AS	chr17_44014537_44014937_-	chr17_44015155_44023039_-	44014537	44023039	47	13.31	14.67	507.41	Breast	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A44014527%2D44023049
chr17	50751207	50751362	chr17_50751207_50751362_+	+	3'AS	chr17_50750852_50751207_+	chr17_50751362_50752200_+	50750852	50752200	90	9.03	77.0	853.0	Esophagus	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A50750842%2D50752210
chr12	101682604	101682671	chr12_101682604_101682671_+	+	5'AS	chr12_101680529_101682604_+	chr12_101682671_101684382_+	101680529	101684382	9	5875.15	336.0	672.0	Muscle	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A101680519%2D101684392
chr1	202944983	202945195	chr1_202944983_202945195_-	-	3'AS	chr1_202943945_202944983_-	chr1_202945195_202946439_-	202943945	202946439	26	59.82	21.67	368.05	Blood,Brain,Breast,Heart,Lung,Testis	12	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A202943935%2D202946449
chr7	107471372	107472399	chr7_107471372_107472399_+	+	5'AS	chr7_107470445_107471372_+	chr7_107472399_107474035_+	107470445	107474035	97	19.07	6.96	654.0	Brain,Heart	24	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A107470435%2D107474045
chr7	139363176	139363259	chr7_139363176_139363259_+	+	CE	chr7_139360322_139363176_+	chr7_139363259_139376062_+	139360322	139376062	83	21.22	9.92	736.0	Adipose Tissue,Blood Vessel,Brain,Breast,Colon,Esophagus,Heart,Lung,Muscle,Nerve,Ovary,Pituitary,Prostate,Skin,Stomach,Thyroid,Uterus,Vagina	331	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A139360312%2D139376072
chr3	69173042	69173133	chr3_69173042_69173133_-	-	CE	chr3_69171981_69173042_-	chr3_69173133_69176524_-	69171981	69176524	91	20.56	10.62	483.0	Heart,Muscle	55	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A69171971%2D69176534
chr2	99171339	99171429	chr2_99171339_99171429_-	-	5'AS	chr2_99170652_99171339_-	chr2_99171429_99171510_-	99170652	99171510	4	7.59	9.74	441.13	Adipose Tissue,Blood,Blood Vessel,Brain,Esophagus,Heart,Lung,Nerve,Ovary,Pituitary,Prostate,Skin,Stomach,Thyroid	58	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A99170642%2D99171520
chr20	38750007	38750239	chr20_38750007_38750239_+	+	3'AS	chr20_38748853_38750007_+	chr20_38750239_38752131_+	38748853	38752131	3	12.1	6.91	567.0	Adipose Tissue,Blood Vessel,Breast,Colon,Esophagus,Lung,Nerve,Ovary,Pituitary,Skin,Testis,Thyroid	46	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A38748843%2D38752141
chr1	185091565	185091739	chr1_185091565_185091739_+	+	3'AS	chr1_185087640_185091565_+	chr1_185091739_185093061_+	185087640	185093061	14	7.8	6.5	611.0	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A185087630%2D185093071
chr18	54187714	54187854	chr18_54187714_54187854_-	-	3'AS	chr18_54166166_54187714_-	chr18_54187854_54188874_-	54166166	54188874	17	11.64	9.72	709.0	Blood Vessel,Brain,Breast,Colon,Liver,Muscle,Nerve,Ovary,Pancreas,Prostate,Stomach,Uterus	32	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A54166156%2D54188884
chr11	70365941	70366026	chr11_70365941_70366026_+	+	5'AS	chr11_70365435_70365941_+	chr11_70366026_70372215_+	70365435	70372215	59	9.4	6.0	512.0	Brain,Skin	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A70365425%2D70372225
chr2	224805408	224805514	chr2_224805408_224805514_-	-	3'AS	chr2_224805320_224805408_-	chr2_224805514_224806126_-	224805320	224806126	12	10.35	5.0	561.0	Brain	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A224805310%2D224806136
chr16	7595439	7595641	chr16_7595439_7595641_+	+	3'AS	chr16_7587300_7595439_+	chr16_7595641_7597371_+	7587300	7597371	110	25.38	12.77	646.83	Muscle	35	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A7587290%2D7597381
chr6	31743904	31744303	chr6_31743904_31744303_+	+	5'AS	chr6_31743170_31743904_+	chr6_31744303_31744546_+	31743170	31744546	4	10.36	10.33	530.0	Breast,Esophagus,Nerve,Prostate,Testis,Thyroid,Uterus	12	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A31743160%2D31744556
chr1	45607321	45608402	chr1_45607321_45608402_+	+	5'AS	chr1_45606591_45607321_+	chr1_45608402_45613169_+	45606591	45613169	65	5.18	5.5	663.0	Brain	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A45606581%2D45613179
