seqname	start	end	exon_id	strand	event_type	junction_id_l	junction_id_r	coord_prev	coord_next	novel_length	expr_exon	expr_junction	phastcons	meta	sample_count	GB_link
chr19	41272082	41272239	chr19_41272082_41272239_+	+	5'AS	chr19_41268345_41272082_+	chr19_41272239_41273982_+	41268345	41273982	4	50.96	33.0	420.93	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A41268335%2D41273992
chr1	67424196	67424322	chr1_67424196_67424322_-	-	5'AS	chr1_67420186_67424196_-	chr1_67424322_67424888_-	67420186	67424888	4	36.41	48.0	564.8	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A67420176%2D67424898
chr11	65622206	65622366	chr11_65622206_65622366_+	+	3'AS	chr11_65620966_65622206_+	chr11_65622366_65623491_+	65620966	65623491	39	20.14	28.04	623.0	""	5809	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A65620956%2D65623501
chr3	31622097	31622322	chr3_31622097_31622322_+	+	5'AS	chr3_31619830_31622097_+	chr3_31622322_31623674_+	31619830	31623674	14	15.66	5.0	336.44	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A31619820%2D31623684
chr19	49740027	49740183	chr19_49740027_49740183_-	-	5'AS	chr19_49739932_49740027_-	chr19_49740183_49741885_-	49739932	49741885	32	15.68	9.96	572.0	""	23	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A49739922%2D49741895
chr2	149571081	149571171	chr2_149571081_149571171_-	-	5'AS	chr2_149570168_149571081_-	chr2_149571171_149575711_-	149570168	149575711	4	58.35	6.6	305.8	""	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A149570158%2D149575721
chr17	51067932	51068012	chr17_51067932_51068012_-	-	CE	chr17_51056482_51067932_-	chr17_51068012_51079584_-	51056482	51079584	80	18.47	11.07	662.32	""	41	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A51056472%2D51079594
chr11	117914609	117914700	chr11_117914609_117914700_-	-	CE	chr11_117914514_117914609_-	chr11_117914700_117917170_-	117914514	117917170	91	21.77	14.17	338.08	""	18	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A117914504%2D117917180
chr5	91373684	91373876	chr5_91373684_91373876_-	-	3'AS	chr5_91371456_91373684_-	chr5_91373876_91374114_-	91371456	91374114	38	16.52	13.23	641.0	""	53	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A91371446%2D91374124
chr9	133109626	133109724	chr9_133109626_133109724_-	-	3'AS	chr9_133108866_133109626_-	chr9_133109724_133110296_-	133108866	133110296	3	13.59	8.29	475.18	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A133108856%2D133110306
chr20	64071870	64071945	chr20_64071870_64071945_+	+	5'AS	chr20_64070635_64071870_+	chr20_64071945_64072172_+	64070635	64072172	4	31.63	5.0	529.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A64070625%2D64072182
chr2	74534523	74534774	chr2_74534523_74534774_-	-	5'AS	chr2_74534431_74534523_-	chr2_74534774_74535292_-	74534431	74535292	8	75.46	5.0	398.9	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A74534421%2D74535302
chr7	99917772	99917885	chr7_99917772_99917885_-	-	CE	chr7_99909660_99917772_-	chr7_99917885_99919009_-	99909660	99919009	113	19.91	11.4	480.0	""	96	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A99909650%2D99919019
chr17	48613880	48613936	chr17_48613880_48613936_-	-	CE	chr17_48613506_48613880_-	chr17_48613936_48614281_-	48613506	48614281	56	30.93	18.44	630.0	""	89	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A48613496%2D48614291
chr10	129840245	129840439	chr10_129840245_129840439_-	-	3'AS	chr10_129839195_129840245_-	chr10_129840439_129840844_-	129839195	129840844	105	19.47	11.6	772.0	""	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A129839185%2D129840854
chr1	41113283	41113553	chr1_41113283_41113553_-	-	3'AS	chr1_41075451_41113283_-	chr1_41113553_41116922_-	41075451	41116922	27	21.86	9.31	559.79	""	13	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A41075441%2D41116932
chr12	12827232	12827375	chr12_12827232_12827375_+	+	3'AS	chr12_12826070_12827232_+	chr12_12827375_12829423_+	12826070	12829423	14	7.1	6.0	202.24	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A12826060%2D12829433
chr3	184233178	184233409	chr3_184233178_184233409_+	+	5'AS	chr3_184230917_184233178_+	chr3_184233409_184233576_+	184230917	184233576	12	33.54	22.29	635.0	""	17	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A184230907%2D184233586
chr3	53823303	53824067	chr3_53823303_53824067_-	-	5'AS	chr3_53822642_53823303_-	chr3_53824067_53840929_-	53822642	53840929	3	18.21	12.24	365.79	""	42	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A53822632%2D53840939
chr12	53039235	53039343	chr12_53039235_53039343_+	+	3'AS	chr12_53038411_53039235_+	chr12_53039343_53039630_+	53038411	53039630	3	60.47	14.92	425.07	""	13	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A53038401%2D53039640
chr20	50940865	50940958	chr20_50940865_50940958_-	-	3'AS	chr20_50936262_50940865_-	chr20_50940958_50942031_-	50936262	50942031	25	12.2	6.0	239.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A50936252%2D50942041
chr8	102288147	102288266	chr8_102288147_102288266_-	-	5'AS	chr8_102287564_102288147_-	chr8_102288266_102289453_-	102287564	102289453	8	19.16	6.5	394.95	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A102287554%2D102289463
chr1	204445956	204446005	chr1_204445956_204446005_-	-	3'AS	chr1_204444424_204445956_-	chr1_204446005_204446087_-	204444424	204446087	3	18.97	19.53	284.64	""	17	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A204444414%2D204446097
chr11	14476919	14477032	chr11_14476919_14477032_-	-	3'AS	chr11_14475945_14476919_-	chr11_14477032_14479569_-	14475945	14479569	17	24.88	7.0	245.75	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A14475935%2D14479579
chr3	38126162	38126352	chr3_38126162_38126352_-	-	3'AS	chr3_38125881_38126162_-	chr3_38126352_38126510_-	38125881	38126510	11	30.11	8.5	194.18	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A38125871%2D38126520
chr5	149006881	149007092	chr5_149006881_149007092_-	-	3'AS	chr5_149004902_149006881_-	chr5_149007092_149008851_-	149004902	149008851	15	9.63	8.0	253.15	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A149004892%2D149008861
chr9	124994667	124994793	chr9_124994667_124994793_-	-	CE	chr9_124976186_124994667_-	chr9_124994793_124994934_-	124976186	124994934	126	17.97	10.8	703.0	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A124976176%2D124994944
chr15	89592047	89592183	chr15_89592047_89592183_+	+	5'AS	chr15_89585942_89592047_+	chr15_89592183_89594415_+	89585942	89594415	7	7.12	8.0	295.56	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A89585932%2D89594425
chr11	124626460	124626609	chr11_124626460_124626609_+	+	3'AS	chr11_124625903_124626460_+	chr11_124626609_124626904_+	124625903	124626904	13	12.64	8.0	728.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A124625893%2D124626914
chr8	23289866	23290506	chr8_23289866_23290506_+	+	5'AS	chr8_23289153_23289866_+	chr8_23290506_23291361_+	23289153	23291361	37	16.14	8.67	325.92	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A23289143%2D23291371
chr7	111735054	111735229	chr7_111735054_111735229_-	-	3'AS	chr7_111732287_111735054_-	chr7_111735229_111736917_-	111732287	111736917	62	8.33	8.0	338.68	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A111732277%2D111736927
chr1	85159824	85159867	chr1_85159824_85159867_-	-	CE	chr1_85159249_85159824_-	chr1_85159867_85164526_-	85159249	85164526	43	28.02	11.6	520.07	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A85159239%2D85164536
chr9	122214283	122214436	chr9_122214283_122214436_-	-	3'AS	chr9_122214069_122214283_-	chr9_122214436_122217068_-	122214069	122217068	53	42.94	9.0	471.7	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A122214059%2D122217078
chr10	102111256	102111317	chr10_102111256_102111317_-	-	3'AS	chr10_102111144_102111256_-	chr10_102111317_102111434_-	102111144	102111434	17	16.51	9.0	513.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A102111134%2D102111444
chr6	52684066	52684165	chr6_52684066_52684165_+	+	3'AS	chr6_52681914_52684066_+	chr6_52684165_52686010_+	52681914	52686010	12	109.55	9.0	378.43	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A52681904%2D52686020
chr15	67421315	67421498	chr15_67421315_67421498_-	-	5'AS	chr15_67408475_67421315_-	chr15_67421498_67430321_-	67408475	67430321	20	7.3	9.0	296.61	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A67408465%2D67430331
chr16	15622934	15623096	chr16_15622934_15623096_-	-	3'AS	chr16_15621911_15622934_-	chr16_15623096_15624769_-	15621911	15624769	39	26.22	25.0	301.14	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A15621901%2D15624779
chr10	102138616	102138765	chr10_102138616_102138765_+	+	3'AS	chr10_102138038_102138616_+	chr10_102138765_102138879_+	102138038	102138879	3	18.18	18.0	490.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A102138028%2D102138889
chr17	40021951	40022054	chr17_40021951_40022054_-	-	5'AS	chr17_40020353_40021951_-	chr17_40022054_40022394_-	40020353	40022394	4	30.1	25.0	388.8	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A40020343%2D40022404
chr17	7579815	7580327	chr17_7579815_7580327_+	+	3'AS	chr17_7579726_7579815_+	chr17_7580327_7580466_+	7579726	7580466	76	211.92	48.0	223.9	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A7579716%2D7580476
chr17	50763397	50763572	chr17_50763397_50763572_-	-	3'AS	chr17_50761506_50763397_-	chr17_50763572_50766874_-	50761506	50766874	15	43.59	33.96	402.62	""	605	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A50761496%2D50766884
chr11	102186018	102186137	chr11_102186018_102186137_+	+	5'AS	chr11_102162571_102186018_+	chr11_102186137_102205893_+	102162571	102205893	6	21.03	40.28	739.0	""	1501	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A102162561%2D102205903
chr4	83443504	83443614	chr4_83443504_83443614_-	-	5'AS	chr4_83441403_83443504_-	chr4_83443614_83446014_-	83441403	83446014	13	9.42	8.19	344.12	""	95	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A83441393%2D83446024
chr6	24415016	24415163	chr6_24415016_24415163_+	+	3'AS	chr6_24412395_24415016_+	chr6_24415163_24416397_+	24412395	24416397	17	15.09	12.61	597.0	""	309	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A24412385%2D24416407
chr12	331794	331938	chr12_331794_331938_-	-	5'AS	chr12_329029_331794_-	chr12_331938_333487_-	329029	333487	25	18.48	7.73	688.0	""	37	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A329019%2D333497
chr6	31636733	31636950	chr6_31636733_31636950_+	+	5'AS	chr6_31636608_31636733_+	chr6_31636950_31637042_+	31636608	31637042	5	40.45	8.24	365.25	""	99	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A31636598%2D31637052
chr1	154273342	154273598	chr1_154273342_154273598_+	+	3'AS	chr1_154272776_154273342_+	chr1_154273598_154273774_+	154272776	154273774	138	36.93	8.64	317.4	""	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A154272766%2D154273784
chr1	1392596	1392803	chr1_1392596_1392803_-	-	5'AS	chr1_1391575_1392596_-	chr1_1392803_1393396_-	1391575	1393396	194	25.92	6.0	588.55	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A1391565%2D1393406
chr17	4988779	4988960	chr17_4988779_4988960_-	-	3'AS	chr17_4988554_4988779_-	chr17_4988960_4989428_-	4988554	4989428	16	11.96	5.33	292.89	""	3	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A4988544%2D4989438
chr1	237655821	237656051	chr1_237655821_237656051_+	+	5'AS	chr1_237654414_237655821_+	chr1_237656051_237657944_+	237654414	237657944	67	10.19	9.82	538.59	""	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A237654404%2D237657954
chr2	68317157	68317317	chr2_68317157_68317317_-	-	3'AS	chr2_68294026_68317157_-	chr2_68317317_68319222_-	68294026	68319222	10	43.39	8.47	386.86	""	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A68294016%2D68319232
chr12	112254043	112254189	chr12_112254043_112254189_-	-	3'AS	chr12_112252528_112254043_-	chr12_112254189_112256320_-	112252528	112256320	27	12.93	11.56	756.0	""	78	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A112252518%2D112256330
chr13	75835164	75835339	chr13_75835164_75835339_+	+	3'AS	chr13_75834387_75835164_+	chr13_75835339_75836397_+	75834387	75836397	69	9.23	9.0	647.34	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A75834377%2D75836407
chr2	113244427	113244627	chr2_113244427_113244627_-	-	3'AS	chr2_113242778_113244427_-	chr2_113244627_113246754_-	113242778	113246754	3	96.65	77.83	614.0	""	547	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A113242768%2D113246764
chr5	66012049	66012139	chr5_66012049_66012139_+	+	5'AS	chr5_65994864_66012049_+	chr5_66012139_66013549_+	65994864	66013549	12	9.11	5.0	330.65	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A65994854%2D66013559
chr5	148427213	148427821	chr5_148427213_148427821_+	+	5'AS	chr5_148425701_148427213_+	chr5_148427821_148433424_+	148425701	148433424	99	9.52	10.82	633.4	""	28	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A148425691%2D148433434
chr1	151704130	151704793	chr1_151704130_151704793_-	-	CE	chr1_151703448_151704130_-	chr1_151704793_151705031_-	151703448	151705031	663	71.74	6.0	229.33	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A151703438%2D151705041
chr11	62715864	62715994	chr11_62715864_62715994_-	-	3'AS	chr11_62715607_62715864_-	chr11_62715994_62716989_-	62715607	62716989	57	36.03	6.0	539.63	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A62715597%2D62716999
chr1	246759021	246759151	chr1_246759021_246759151_+	+	3'AS	chr1_246758356_246759021_+	chr1_246759151_246759957_+	246758356	246759957	13	14.31	6.0	282.5	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A246758346%2D246759967
chr3	121928421	121928560	chr3_121928421_121928560_+	+	5'AS	chr3_121927839_121928421_+	chr3_121928560_121928982_+	121927839	121928982	5	9.53	6.0	318.31	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A121927829%2D121928992
chr22	50581420	50581608	chr22_50581420_50581608_-	-	3'AS	chr22_50580660_50581420_-	chr22_50581608_50581749_-	50580660	50581749	55	29.21	8.92	478.74	""	12	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A50580650%2D50581759
chr11	64777987	64778149	chr11_64777987_64778149_-	-	3'AS	chr11_64776626_64777987_-	chr11_64778149_64778362_-	64776626	64778362	3	45.1	46.83	237.86	""	12	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A64776616%2D64778372
chr19	18538204	18538436	chr19_18538204_18538436_-	-	5'AS	chr19_18537773_18538204_-	chr19_18538436_18539371_-	18537773	18539371	12	98.62	6.0	264.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A18537763%2D18539381
chr6	31773242	31773456	chr6_31773242_31773456_-	-	3'AS	chr6_31773123_31773242_-	chr6_31773456_31774516_-	31773123	31774516	135	12.71	9.4	358.93	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A31773113%2D31774526
chr3	101493870	101493968	chr3_101493870_101493968_-	-	5'AS	chr3_101459052_101493870_-	chr3_101493968_101501070_-	101459052	101501070	3	12.2	8.4	442.0	""	5	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A101459042%2D101501080
chr16	16379367	16379452	chr16_16379367_16379452_+	+	CE	chr16_16377056_16379367_+	chr16_16379452_16383664_+	16377056	16383664	85	22.39	25.07	251.56	""	15	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A16377046%2D16383674
chr2	179183068	179183188	chr2_179183068_179183188_-	-	5'AS	chr2_179176538_179183068_-	chr2_179183188_179191787_-	179176538	179191787	12	26.31	12.5	507.65	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A179176528%2D179191797
chr1	151168125	151168338	chr1_151168125_151168338_+	+	3'AS	chr1_151167414_151168125_+	chr1_151168338_151168986_+	151167414	151168986	19	19.03	20.0	265.3	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A151167404%2D151168996
chr5	179867778	179867854	chr5_179867778_179867854_-	-	3'AS	chr5_179865888_179867778_-	chr5_179867854_179869769_-	179865888	179869769	5	9.4	7.0	266.63	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A179865878%2D179869779
chr1	31910034	31910112	chr1_31910034_31910112_-	-	5'AS	chr1_31908960_31910034_-	chr1_31910112_31911696_-	31908960	31911696	4	42.05	10.0	608.53	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A31908950%2D31911706
chr16	48087936	48088085	chr16_48087936_48088085_-	-	5'AS	chr16_48085706_48087936_-	chr16_48088085_48088545_-	48085706	48088545	4	29.72	21.43	550.0	""	7	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A48085696%2D48088555
chr18	12421522	12421629	chr18_12421522_12421629_+	+	3'AS	chr18_12420493_12421522_+	chr18_12421629_12427041_+	12420493	12427041	18	9.03	14.0	257.55	""	4	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A12420483%2D12427051
chr2	65242046	65242063	chr2_65242046_65242063_+	+	3'AS	chr2_65239962_65242046_+	chr2_65242063_65246524_+	65239962	65246524	3	58.75	8.0	758.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A65239952%2D65246534
chr1	203802569	203803016	chr1_203802569_203803016_+	+	3'AS	chr1_203801628_203802569_+	chr1_203803016_203816926_+	203801628	203816926	83	11.49	13.5	596.32	""	10	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A203801618%2D203816936
chr7	98310445	98310604	chr7_98310445_98310604_-	-	3'AS	chr7_98307896_98310445_-	chr7_98310604_98312097_-	98307896	98312097	12	41.2	12.0	245.3	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A98307886%2D98312107
chrX	106955955	106956010	chrX_106955955_106956010_-	-	CE	chrX_106955088_106955955_-	chrX_106956010_106956480_-	106955088	106956480	55	20.46	10.0	682.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A106955078%2D106956490
chr2	44217943	44218078	chr2_44217943_44218078_+	+	3'AS	chr2_44209327_44217943_+	chr2_44218078_44218480_+	44209327	44218480	24	19.57	10.0	235.26	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A44209317%2D44218490
chr3	15573159	15573259	chr3_15573159_15573259_-	-	3'AS	chr3_15571769_15573159_-	chr3_15573259_15574977_-	15571769	15574977	17	16.58	10.0	342.32	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A15571759%2D15574987
chr1	45617442	45617591	chr1_45617442_45617591_+	+	3'AS	chr1_45616703_45617442_+	chr1_45617591_45618061_+	45616703	45618061	21	8.38	10.0	365.22	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A45616693%2D45618071
chr19	42250946	42251164	chr19_42250946_42251164_-	-	CE	chr19_42250565_42250946_-	chr19_42251164_42254978_-	42250565	42254978	218	53.43	26.75	190.83	""	16	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A42250555%2D42254988
chr11	75267437	75267558	chr11_75267437_75267558_-	-	CE	chr11_75266274_75267437_-	chr11_75267558_75267652_-	75266274	75267652	121	20.11	11.0	405.17	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A75266264%2D75267662
chr17	51219466	51219582	chr17_51219466_51219582_-	-	CE	chr17_51219044_51219466_-	chr17_51219582_51220330_-	51219044	51220330	116	23.1	18.0	626.15	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A51219034%2D51220340
chr1	148965466	148965642	chr1_148965466_148965642_+	+	3'AS	chr1_148962640_148965466_+	chr1_148965642_148966543_+	148962640	148966543	18	8.52	18.0	287.38	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A148962630%2D148966553
chr12	55990682	55990809	chr12_55990682_55990809_+	+	5'AS	chr12_55990098_55990682_+	chr12_55990809_55991360_+	55990098	55991360	5	19.38	21.0	314.19	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A55990088%2D55991370
chr12	52073575	52073925	chr12_52073575_52073925_+	+	5'AS	chr12_52070483_52073575_+	chr12_52073925_52076786_+	52070483	52076786	23	45.65	103.81	304.12	""	101	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A52070473%2D52076796
chr3	9930895	9930952	chr3_9930895_9930952_+	+	5'AS	chr3_9930459_9930895_+	chr3_9930952_9932608_+	9930459	9932608	9	24.58	48.0	353.5	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A9930449%2D9932618
chr19	45068015	45068120	chr19_45068015_45068120_+	+	5'AS	chr19_45067594_45068015_+	chr19_45068120_45068420_+	45067594	45068420	62	134.73	129.0	556.27	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A45067584%2D45068430
chr12	124336639	124337180	chr12_124336639_124337180_-	-	5'AS	chr12_124335632_124336639_-	chr12_124337180_124340006_-	124335632	124340006	114	26.47	17.03	677.7	""	5381	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A124335622%2D124340016
chr6	43622628	43622804	chr6_43622628_43622804_-	-	5'AS	chr6_43622167_43622628_-	chr6_43622804_43623737_-	43622167	43623737	5	13.09	7.37	452.81	""	27	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A43622157%2D43623747
chr5	141628114	141628212	chr5_141628114_141628212_-	-	3'AS	chr5_141627957_141628114_-	chr5_141628212_141628559_-	141627957	141628559	25	17.49	10.74	649.0	""	326	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A141627947%2D141628569
chr7	143268091	143268188	chr7_143268091_143268188_+	+	5'AS	chr7_143267733_143268091_+	chr7_143268188_143268788_+	143267733	143268788	4	133.81	70.0	414.0	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A143267723%2D143268798
chr18	5407437	5407502	chr18_5407437_5407502_-	-	CE	chr18_5406968_5407437_-	chr18_5407502_5407701_-	5406968	5407701	65	45.48	25.83	713.0	""	12	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A5406958%2D5407711
chr9	121678678	121678917	chr9_121678678_121678917_+	+	5'AS	chr9_121651899_121678678_+	chr9_121678917_121699325_+	121651899	121699325	136	14.2	10.81	381.06	""	346	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A121651889%2D121699335
chr12	124356642	124356803	chr12_124356642_124356803_-	-	3'AS	chr12_124355571_124356642_-	chr12_124356803_124362126_-	124355571	124362126	21	43.03	46.67	244.37	""	1919	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A124355561%2D124362136
chr6	152269155	152269289	chr6_152269155_152269289_-	-	3'AS	chr6_152268165_152269155_-	chr6_152269289_152278089_-	152268165	152278089	3	14.09	13.12	287.36	""	255	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A152268155%2D152278099
chr2	182063731	182063802	chr2_182063731_182063802_+	+	5'AS	chr2_182061479_182063731_+	chr2_182063802_182117207_+	182061479	182117207	11	5.63	5.0	507.0	""	1	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A182061469%2D182117217
chr20	34860254	34860414	chr20_34860254_34860414_-	-	3'AS	chr20_34860042_34860254_-	chr20_34860414_34861445_-	34860042	34861445	93	24.69	9.18	551.43	""	11	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A34860032%2D34861455
chr8	85141382	85141522	chr8_85141382_85141522_+	+	5'AS	chr8_85138475_85141382_+	chr8_85141522_85145389_+	85138475	85145389	5	41.93	12.0	282.38	""	2	https://www.genome-euro.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr8%3A85138465%2D85145399
