exon_id	seqname	start	end	strand	event_type	sample_name	is_annotated	coord_prev	coord_next	junction_id_l	junction_id_r	is_annotated_right	cov	ipsa_min	exon_id_right	cov_right	start_right	end_right	novel_start	novel_end	novel_length	cons_avg	ann_frac	cons_avg_ann_cdf	ipsa_min_ann_cdf	cov_ann_cdf	ann_cdf_min	refseq_annotated	is_left_novel	is_right_novel	meta
chr2_85035637_85035847_+	chr2	85035637	85035847	+	CE	CHX_Th2_14	false	85035155	85043564	chr2_85035155_85035637_+	chr2_85035847_85043564_+	true	19.616114	15					85035637	85035847	210	0.0	0.0	0.2294	0.3977	0.3567	0.2294	false	true	true	CHX
chr6_111330186_111330312_-	chr6	111330186	111330312	-	CE	CHX_Th2_14	false	111329738	111331676	chr6_111329738_111330186_-	chr6_111330312_111331676_-	true	6.606299	5					111330186	111330312	126	787.5914552054529	0.0	0.9452	0.1537	0.1131	0.1131	false	true	true	CHX
chr16_46694848_46694919_+	chr16	46694848	46694919	+	CE	CHX_Th2_14	false	46693182	46695562	chr16_46693182_46694848_+	chr16_46694919_46695562_+	true	13.432423	12					46694848	46694919	71	14.34132	0.0	0.276	0.3438	0.265	0.265	false	true	true	CHX
chr10_99817064_99817196_+	chr10	99817064	99817196	+	CE	CHX_Th2_14	false	99813144	99817308	chr10_99813144_99817064_+	chr10_99817196_99817308_+	true	31.849625	15					99817064	99817196	132	17.006976	0.0	0.2821	0.3977	0.4872	0.2821	false	true	true	CHX
chr3_126460376_126460438_-	chr3	126460376	126460438	-	CE	CHX_Th2_14	false	126459737	126461535	chr3_126459737_126460376_-	chr3_126460438_126461535_-	true	18.47619	6					126460376	126460438	62	0.0	0.0	0.2294	0.1895	0.3391	0.1895	false	true	true	CHX
chr9_4690890_4691141_+	chr9	4690890	4691141	+	CE	CHX_Th2_14	false	4688606	4697096	chr9_4688606_4690890_+	chr9_4691141_4697096_+	true	12.170226	7					4690890	4691141	251	43.034237200330004	0.0	0.3197	0.2213	0.2429	0.2213	false	true	true	CHX
chr11_58530407_58530524_-	chr11	58530407	58530524	-	CE	CHX_Th2_14	false	58528191	58549786	chr11_58528191_58530407_-	chr11_58530524_58549786_-	true	2.881356	3					58530407	58530524	117	0.0	0.0	0.2294	0.0638	0.0223	0.0223	false	true	true	CHX
chr7_87843977_87844053_-	chr7	87843977	87844053	-	CE	CHX_Th2_14	false	87843863	87846949	chr7_87843863_87843977_-	chr7_87844053_87846949_-	true	4.779221	4					87843977	87844053	76	20.505890643677997	0.0	0.2886	0.1102	0.0584	0.0584	false	true	true	CHX
chr13_69702145_69702207_-	chr13	69702145	69702207	-	CE	CHX_Th2_14	false	69701761	69707625	chr13_69701761_69702145_-	chr13_69702207_69707625_-	true	7.666667	8					69702145	69702207	62	132.068350813488	0.0	0.3641	0.2515	0.1384	0.1384	false	true	true	CHX
chr17_58625107_58628128_-	chr17	58625107	58628128	-	CE	CHX_Th2_14	false	58623012	58630440	chr17_58623012_58625107_-	chr17_58628128_58630440_-	true	14.576765	8					58625107	58628128	3021	8.719324912728	0.0	0.2555	0.2515	0.2817	0.2515	false	true	true	CHX
chrX_48954648_48954721_-	chrX	48954648	48954721	-	CE	CHX_Th2_14	false	48944283	48956977	chrX_48944283_48954648_-	chrX_48954721_48956977_-	true	15.148668	12					48954648	48954721	73	29.357182	0.0	0.3033	0.3438	0.2893	0.2893	false	true	true	CHX
chr1_205792072_205792316_-	chr1	205792072	205792316	-	CE	CHX_Th2_14	false	205791718	205794870	chr1_205791718_205792072_-	chr1_205792316_205794870_-	true	13.195918	5					205792072	205792316	244	84.537223448405	0.0	0.345	0.1537	0.26	0.1537	false	true	true	CHX
chr2_55591505_55591575_-	chr2	55591505	55591575	-	CE	CHX_Th2_14	false	55588956	55598416	chr2_55588956_55591505_-	chr2_55591575_55598416_-	true	13.394366	6					55591505	55591575	70	29.098638125	0.0	0.3031	0.1895	0.2641	0.1895	false	true	true	CHX
chrX_70162346_70162464_+	chrX	70162346	70162464	+	CE	CHX_Th2_14	false	70150322	70165833	chrX_70150322_70162346_+	chrX_70162464_70165833_+	true	14.344538	9					70162346	70162464	118	0.0	0.0	0.2294	0.2778	0.2772	0.2294	false	true	true	CHX
chr12_112224991_112225145_-	chr12	112224991	112225145	-	CE	CHX_Th2_14	false	112219489	112226643	chr12_112219489_112224991_-	chr12_112225145_112226643_-	true	4.83871	4					112224991	112225145	154	1.678897	0.0	0.231	0.1102	0.0604	0.0604	false	true	true	CHX
chr17_61953369_61953463_-	chr17	61953369	61953463	-	CE	CHX_Th2_14	false	61953113	61955382	chr17_61953113_61953369_-	chr17_61953463_61955382_-	true	15.178947	10					61953369	61953463	94	113.22870213406601	0.0	0.3567	0.3004	0.2898	0.2898	false	true	true	CHX
chr3_127577734_127577876_-	chr3	127577734	127577876	-	CE	CHX_Th2_14	false	127577076	127579740	chr3_127577076_127577734_-	chr3_127577876_127579740_-	true	38.314686	27					127577734	127577876	142	0.0	0.0	0.2294	0.5379	0.5372	0.2294	false	true	true	CHX
chr17_51067932_51068012_-	chr17	51067932	51068012	-	CE	CHX_Th2_14	false	51056482	51079584	chr17_51056482_51067932_-	chr17_51068012_51079584_-	true	35.51852	35					51067932	51068012	80	745.3846239963369	0.0	0.918	0.6059	0.5183	0.5183	false	true	true	CHX
chr7_149211671_149211723_+	chr7	149211671	149211723	+	CE	CHX_Th2_14	false	149210704	149212358	chr7_149210704_149211671_+	chr7_149211723_149212358_+	true	15.094339	5					149211671	149211723	52	0.0	0.0	0.2294	0.1537	0.2882	0.1537	false	true	true	CHX
chr3_108566042_108566078_-	chr3	108566042	108566078	-	CE	CHX_Th2_14	false	108565454	108566497	chr3_108565454_108566042_-	chr3_108566078_108566497_-	true	10.675675	8					108566042	108566078	36	0.0	0.0	0.2294	0.2515	0.2105	0.2105	false	true	true	CHX
chr2_130918321_130918449_+	chr2	130918321	130918449	+	CE	CHX_Th2_14	false	130917498	130930952	chr2_130917498_130918321_+	chr2_130918449_130930952_+	true	5.48062	4					130918321	130918449	128	0.0	0.0	0.2294	0.1102	0.0798	0.0798	false	true	true	CHX
chr5_134921942_134922115_+	chr5	134921942	134922115	+	CE	CHX_Th2_14	false	134910466	134959040	chr5_134910466_134921942_+	chr5_134922115_134959040_+	true	8.390804	4					134921942	134922115	173	7.304304	0.0	0.251	0.1102	0.1559	0.1102	false	true	true	CHX
chr20_33381984_33382179_-	chr20	33381984	33382179	-	CE	CHX_Th2_14	false	33379691	33385650	chr20_33379691_33381984_-	chr20_33382179_33385650_-	true	8.642858	7					33381984	33382179	195	19.184528	0.0	0.2859	0.2213	0.1618	0.1618	false	true	true	CHX
chr9_33934963_33935045_-	chr9	33934963	33935045	-	CE	CHX_Th2_14	false	33933628	33935839	chr9_33933628_33934963_-	chr9_33935045_33935839_-	true	27.156626	21					33934963	33935045	82	5.67732	0.0	0.2456	0.4721	0.4367	0.2456	false	true	true	CHX
chr11_27506317_27506455_-	chr11	27506317	27506455	-	CE	CHX_Th2_14	false	27501920	27506716	chr11_27501920_27506317_-	chr11_27506455_27506716_-	true	68.51079	49					27506317	27506455	138	13.691314265579999	0.0	0.2747	0.6782	0.6893	0.2747	false	true	true	CHX
chr11_33028366_33028480_+	chr11	33028366	33028480	+	CE	CHX_Th2_14	false	33027813	33028603	chr11_33027813_33028366_+	chr11_33028480_33028603_+	true	406.76086	156					33028366	33028480	114	530.039999808	0.0	0.7339	0.8837	0.9486	0.7339	false	true	true	CHX
chr13_79336456_79336535_-	chr13	79336456	79336535	-	CE	CHX_Th2_14	false	79334430	79337102	chr13_79334430_79336456_-	chr13_79336535_79337102_-	true	7.675	5					79336456	79336535	79	12.288765999999999	0.0	0.2695	0.1537	0.1384	0.1384	false	true	true	CHX
chr9_33291421_33291578_+	chr9	33291421	33291578	+	CE	CHX_Th2_14	false	33290597	33294420	chr9_33290597_33291421_+	chr9_33291578_33294420_+	true	15.867653	14					33291421	33291578	157	15.934396309523999	0.0	0.2805	0.3813	0.3004	0.2805	false	true	true	CHX
chr14_55394649_55394715_-	chr14	55394649	55394715	-	CE	CHX_Th2_14	false	55390992	55395940	chr14_55390992_55394649_-	chr14_55394715_55395940_-	true	17.104479	9					55394649	55394715	66	131.40246612987	0.0	0.3639	0.2778	0.3209	0.2778	false	true	true	CHX
chr17_18185711_18185879_+	chr17	18185711	18185879	+	CE	CHX_Th2_14	false	18185013	18194955	chr17_18185013_18185711_+	chr17_18185879_18194955_+	true	72.482956	83					18185711	18185879	168	80.77651786516	0.0	0.3429	0.7904	0.7032	0.3429	false	true	true	CHX
chr17_2303014_2303354_-	chr17	2303014	2303354	-	CE	CHX_Th2_14	false	2300664	2303633	chr17_2300664_2303014_-	chr17_2303354_2303633_-	true	5.89736	3					2303014	2303354	340	90.40161893162401	0.0	0.3479	0.0638	0.0931	0.0638	false	true	true	CHX
chr17_45283114_45283266_-	chr17	45283114	45283266	-	CE	CHX_Th2_14	false	45274593	45284812	chr17_45274593_45283114_-	chr17_45283266_45284812_-	true	7.875817	3					45283114	45283266	152	337.84029757259697	0.0	0.4739	0.0638	0.1435	0.0638	false	true	true	CHX
chr17_78489713_78489802_+	chr17	78489713	78489802	+	CE	CHX_Th2_14	false	78489574	78490002	chr17_78489574_78489713_+	chr17_78489802_78490002_+	true	10.2	4					78489713	78489802	89	0.0	0.0	0.2294	0.1102	0.1992	0.1102	false	true	true	CHX
chr2_48462196_48462300_+	chr2	48462196	48462300	+	CE	CHX_Th2_14	false	48461232	48464937	chr2_48461232_48462196_+	chr2_48462300_48464937_+	true	4.361905	3					48462196	48462300	104	4.712961	0.0	0.2418	0.0638	0.0464	0.0464	false	true	true	CHX
chr14_31162593_31162674_-	chr14	31162593	31162674	-	CE	CHX_Th2_14	false	31157303	31168298	chr14_31157303_31162593_-	chr14_31162674_31168298_-	true	4.560976	4					31162593	31162674	81	91.836968657971	0.0	0.3479	0.1102	0.0532	0.0532	false	true	true	CHX
chr5_148411080_148411238_+	chr5	148411080	148411238	+	CE	CHX_Th2_14	false	148410765	148414136	chr5_148410765_148411080_+	chr5_148411238_148414136_+	true	16.679245	6					148411080	148411238	158	0.0	0.0	0.2294	0.1895	0.3125	0.1895	false	true	true	CHX
chr11_108210280_108211211_-	chr11	108210280	108211211	-	CE	CHX_Th2_14	false	108197420	108222500	chr11_108197420_108210280_-	chr11_108211211_108222500_-	true	9.924892	6					108210280	108211211	931	0.0	0.0	0.2294	0.1895	0.1922	0.1895	false	true	true	CHX
chr2_28410112_28410225_+	chr2	28410112	28410225	+	CE	CHX_Th2_14	false	28408866	28411930	chr2_28408866_28410112_+	chr2_28410225_28411930_+	true	302.6579	127					28410112	28410225	113	7.314652658601999	0.0	0.251	0.856	0.9259	0.251	false	true	true	CHX
chr10_95898887_95899018_-	chr10	95898887	95899018	-	CE	CHX_Th2_14	false	95897679	95904830	chr10_95897679_95898887_-	chr10_95899018_95904830_-	true	2.833333	3					95898887	95899018	131	373.28183230310805	0.0	0.511	0.0638	0.0216	0.0216	false	true	true	CHX
chr6_37282468_37282504_+	chr6	37282468	37282504	+	CE	CHX_Th2_14	false	37282364	37282882	chr6_37282364_37282468_+	chr6_37282504_37282882_+	true	4.891892	5					37282468	37282504	36	0.0	0.0	0.2294	0.1537	0.0629	0.0629	false	true	true	CHX
chr21_25760033_25760167_+	chr21	25760033	25760167	+	CE	CHX_Th2_14	false	25758204	25762312	chr21_25758204_25760033_+	chr21_25760167_25762312_+	true	8.933333	6					25760033	25760167	134	15.613676	0.0	0.2794	0.1895	0.1685	0.1685	false	true	true	CHX
chr2_172567200_172567259_+	chr2	172567200	172567259	+	CE	CHX_Th2_14	false	172566933	172568741	chr2_172566933_172567200_+	chr2_172567259_172568741_+	true	9.366667	8					172567200	172567259	59	68.0143764	0.0	0.3371	0.2515	0.1785	0.1785	false	true	true	CHX
chr18_9271902_9271972_+	chr18	9271902	9271972	+	CE	CHX_Th2_15	false	9263888	9275524	chr18_9263888_9271902_+	chr18_9271972_9275524_+	true	5.126761	3					9271902	9271972	70	40.345638617283996	0.0	0.3178	0.0584	0.069	0.0584	false	true	true	CHX
chr3_125549429_125549612_-	chr3	125549429	125549612	-	CE	CHX_Th2_15	false	125547592	125552181	chr3_125547592_125549429_-	chr3_125549612_125552181_-	true	4.684783	4					125549429	125549612	183	18.427825000000002	0.0	0.2873	0.1105	0.0573	0.0573	false	true	true	CHX
chr16_31880725_31880821_+	chr16	31880725	31880821	+	CE	CHX_Th2_15	false	31873969	31884498	chr16_31873969_31880725_+	chr16_31880821_31884498_+	true	7.731959	4					31880725	31880821	96	0.0	0.0	0.2296	0.1105	0.1402	0.1105	false	true	true	CHX
chr20_18528415_18528576_+	chr20	18528415	18528576	+	CE	CHX_Th2_15	false	18527611	18530680	chr20_18527611_18528415_+	chr20_18528576_18530680_+	true	9.790123	4					18528415	18528576	161	7.372152	0.0	0.2529	0.1105	0.1929	0.1105	false	true	true	CHX
chr12_57398057_57398198_-	chr12	57398057	57398198	-	CE	CHX_Th2_15	false	57395818	57430720	chr12_57395818_57398057_-	chr12_57398198_57430720_-	true	3.725353	3					57398057	57398198	141	0.0	0.0	0.2296	0.0584	0.0339	0.0339	false	true	true	CHX
chr9_120644725_120644847_-	chr9	120644725	120644847	-	CE	CHX_Th2_15	false	120622755	120659374	chr9_120622755_120644725_-	chr9_120644847_120659374_-	true	3.902439	5					120644725	120644847	122	34.1278899375	0.0	0.3113	0.1444	0.0377	0.0377	false	true	true	CHX
chr2_74879494_74879606_+	chr2	74879494	74879606	+	CE	CHX_Th2_15	false	74878921	74880265	chr2_74878921_74879494_+	chr2_74879606_74880265_+	true	21.973452	19					74879494	74879606	112	0.0	0.0	0.2296	0.4468	0.3839	0.2296	false	true	true	CHX
chr19_16156561_16156756_+	chr19	16156561	16156756	+	CE	CHX_Th2_15	false	16155763	16157210	chr19_16155763_16156561_+	chr19_16156756_16157210_+	true	5.480568	5					16156561	16156756	195	0.0	0.0	0.2296	0.1444	0.0775	0.0775	false	true	true	CHX
chr9_134049676_134049757_-	chr9	134049676	134049757	-	CE	CHX_Th2_15	false	134048454	134050374	chr9_134048454_134049676_-	chr9_134049757_134050374_-	true	10.536586	8					134049676	134049757	81	584.978420583004	0.0	0.7808	0.2453	0.2089	0.2089	false	true	true	CHX
chr3_127577734_127577876_-	chr3	127577734	127577876	-	CE	CHX_Th2_15	false	127577076	127579740	chr3_127577076_127577734_-	chr3_127577876_127579740_-	true	43.517483	25					127577734	127577876	142	0.0	0.0	0.2296	0.5106	0.5591	0.2296	false	true	true	CHX
chr7_99506578_99507060_+	chr7	99506578	99507060	+	CE	CHX_Th2_15	false	99506458	99512453	chr7_99506458_99506578_+	chr7_99507060_99512453_+	true	4.487849	3					99506578	99507060	482	95.75844951324599	0.0	0.35	0.0584	0.0535	0.0535	false	true	true	CHX
chr13_24482147_24482288_-	chr13	24482147	24482288	-	CE	CHX_Th2_15	false	24478276	24484653	chr13_24478276_24482147_-	chr13_24482288_24484653_-	true	19.521128	5					24482147	24482288	141	0.0	0.0	0.2296	0.1444	0.3569	0.1444	false	true	true	CHX
chrX_85048316_85048373_+	chrX	85048316	85048373	+	CE	CHX_Th2_15	false	85046550	85051389	chrX_85046550_85048316_+	chrX_85048373_85051389_+	true	5.431035	5					85048316	85048373	57	83.544154748366	0.0	0.345	0.1444	0.0766	0.0766	false	true	true	CHX
chr10_99817064_99817196_+	chr10	99817064	99817196	+	CE	CHX_Th2_15	false	99813144	99817308	chr10_99813144_99817064_+	chr10_99817196_99817308_+	true	26.81203	16					99817064	99817196	132	17.006976	0.0	0.2837	0.4054	0.4351	0.2837	false	true	true	CHX
chr4_112180674_112180858_+	chr4	112180674	112180858	+	CE	CHX_Th2_15	false	112145733	112186693	chr4_112145733_112180674_+	chr4_112180858_112186693_+	true	27.875675	19					112180674	112180858	184	19.143623918314997	0.0	0.2886	0.4468	0.4429	0.2886	false	true	true	CHX
chr1_205627742_205627874_-	chr1	205627742	205627874	-	CE	CHX_Th2_15	false	205623891	205631632	chr1_205623891_205627742_-	chr1_205627874_205631632_-	true	31.969927	20					205627742	205627874	132	7.748244	0.0	0.2536	0.4589	0.4769	0.2536	false	true	true	CHX
chr7_99917772_99917885_-	chr7	99917772	99917885	-	CE	CHX_Th2_15	false	99916779	99919009	chr7_99916779_99917772_-	chr7_99917885_99919009_-	true	10.36842	5					99917772	99917885	113	563.41102928799	0.0	0.7624	0.1444	0.2049	0.1444	false	true	true	CHX
chr19_45619645_45619697_-	chr19	45619645	45619697	-	CE	CHX_Th2_15	false	45619191	45621207	chr19_45619191_45619645_-	chr19_45619697_45621207_-	true	16.320755	9					45619645	45619697	52	0.0	0.0	0.2296	0.2689	0.3084	0.2296	false	true	true	CHX
chr9_33934963_33935045_-	chr9	33934963	33935045	-	CE	CHX_Th2_15	false	33933628	33935839	chr9_33933628_33934963_-	chr9_33935045_33935839_-	true	27.73494	19					33934963	33935045	82	5.67732	0.0	0.2457	0.4468	0.442	0.2457	false	true	true	CHX
chr2_74882972_74883107_+	chr2	74882972	74883107	+	CE	CHX_Th2_15	false	74882239	74885494	chr2_74882239_74882972_+	chr2_74883107_74885494_+	true	32.867645	27					74882972	74883107	135	0.0	0.0	0.2296	0.531	0.4843	0.2296	false	true	true	CHX
chr17_2341877_2342060_+	chr17	2341877	2342060	+	CE	CHX_Th2_15	false	2337745	2343545	chr17_2337745_2341877_+	chr17_2342060_2343545_+	true	4.48913	3					2341877	2342060	183	9.958816	0.0	0.2626	0.0584	0.0535	0.0535	false	true	true	CHX
chr3_108566042_108566078_-	chr3	108566042	108566078	-	CE	CHX_Th2_15	false	108565454	108566497	chr3_108565454_108566042_-	chr3_108566078_108566497_-	true	7.689189	6					108566042	108566078	36	0.0	0.0	0.2296	0.1858	0.1381	0.1381	false	true	true	CHX
chrX_47566441_47566543_+	chrX	47566441	47566543	+	CE	CHX_Th2_15	false	47565350	47566639	chrX_47565350_47566441_+	chrX_47566543_47566639_+	true	10.650485	6					47566441	47566543	102	28.823092952065	0.0	0.3041	0.1858	0.2107	0.1858	false	true	true	CHX
chr9_4726083_4727924_-	chr9	4726083	4727924	-	CE	CHX_Th2_15	false	4722625	4740937	chr9_4722625_4726083_-	chr9_4727924_4740937_-	true	5.713355	3					4726083	4727924	1841	14.732751141696001	0.0	0.2803	0.0584	0.0831	0.0584	false	true	true	CHX
chr10_30442571_30442636_+	chr10	30442571	30442636	+	CE	CHX_Th2_15	false	30439274	30447782	chr10_30439274_30442571_+	chr10_30442636_30447782_+	true	4.287879	3					30442571	30442636	65	33.210511502924	0.0	0.3095	0.0584	0.049	0.049	false	true	true	CHX
chr16_67752921_67753072_-	chr16	67752921	67753072	-	CE	CHX_Th2_15	false	67744455	67772034	chr16_67744455_67752921_-	chr16_67753072_67772034_-	true	4.046052	3					67752921	67753072	151	23.283975679961998	0.0	0.296	0.0584	0.0418	0.0418	false	true	true	CHX
chr19_43923299_43923349_-	chr19	43923299	43923349	-	CE	CHX_Th2_15	false	43922217	43924238	chr19_43922217_43923299_-	chr19_43923349_43924238_-	true	4.480393	4					43923299	43923349	50	0.0	0.0	0.2296	0.1105	0.0535	0.0535	false	true	true	CHX
chr13_79321234_79321301_-	chr13	79321234	79321301	-	CE	CHX_Th2_15	false	79320710	79322349	chr13_79320710_79321234_-	chr13_79321301_79322349_-	true	9.236878	5					79321234	79321301	67	775.0	0.0	0.9337	0.1444	0.1804	0.1444	false	true	true	CHX
chr4_17594332_17594394_+	chr4	17594332	17594394	+	CE	CHX_Th2_15	false	17588977	17595410	chr4_17588977_17594332_+	chr4_17594394_17595410_+	true	9.190476	6					17594332	17594394	62	15.506985	0.0	0.2817	0.1858	0.1788	0.1788	false	true	true	CHX
chr9_4690890_4691141_+	chr9	4690890	4691141	+	CE	CHX_Th2_15	false	4688606	4697096	chr9_4688606_4690890_+	chr9_4691141_4697096_+	true	9.580497	9					4690890	4691141	251	43.034237200330004	0.0	0.321	0.2689	0.1894	0.1894	false	true	true	CHX
chr13_24432581_24432696_-	chr13	24432581	24432696	-	CE	CHX_Th2_15	false	24431476	24434395	chr13_24431476_24432581_-	chr13_24432696_24434395_-	true	14.551724	12					24432581	24432696	115	0.0	0.0	0.2296	0.3351	0.2821	0.2296	false	true	true	CHX
chr17_58590378_58590413_-	chr17	58590378	58590413	-	CE	CHX_Th2_15	false	58588021	58593555	chr17_58588021_58590378_-	chr17_58590413_58593555_-	true	37.833332	30					58590378	58590413	35	62.825999	0.0	0.3349	0.5541	0.5236	0.3349	false	true	true	CHX
chr17_40489881_40490021_-	chr17	40489881	40490021	-	CE	CHX_Th2_15	false	40488969	40495987	chr17_40488969_40489881_-	chr17_40490021_40495987_-	true	20.738476	11					40489881	40490021	140	4.26489	0.0	0.2401	0.3138	0.3699	0.2401	false	true	true	CHX
chr16_46694848_46694919_+	chr16	46694848	46694919	+	CE	CHX_Th2_15	false	46693182	46695562	chr16_46693182_46694848_+	chr16_46694919_46695562_+	true	23.097223	13					46694848	46694919	71	14.34132	0.0	0.2794	0.3549	0.4003	0.2794	false	true	true	CHX
chr3_38242547_38242617_+	chr3	38242547	38242617	+	CE	CHX_Th2_15	false	38236961	38242743	chr3_38236961_38242547_+	chr3_38242617_38242743_+	true	51.028168	44					38242547	38242617	70	32.012313654321	0.0	0.3075	0.6453	0.604	0.3075	false	true	true	CHX
chr5_79501526_79501559_-	chr5	79501526	79501559	-	CE	CHX_Th2_15	false	79457018	79512770	chr5_79457018_79501526_-	chr5_79501559_79512770_-	true	3.5	3					79501526	79501559	33	128.500028510101	0.0	0.3601	0.0584	0.0294	0.0294	false	true	true	CHX
chr12_69787100_69787142_+	chr12	69787100	69787142	+	CE	CHX_Th2_15	false	69784815	69794437	chr12_69784815_69787100_+	chr12_69787142_69794437_+	true	6.72093	3					69787100	69787142	42	117.6036207	0.0	0.3567	0.0584	0.1139	0.0584	false	true	true	CHX
chr7_87843977_87844053_-	chr7	87843977	87844053	-	CE	CHX_Th2_15	false	87843863	87846949	chr7_87843863_87843977_-	chr7_87844053_87846949_-	true	6.519481	5					87843977	87844053	76	20.505890643677997	0.0	0.29	0.1444	0.1076	0.1076	false	true	true	CHX
chr10_102921027_102921115_+	chr10	102921027	102921115	+	CE	CHX_Th2_15	false	102920101	102927345	chr10_102920101_102921027_+	chr10_102921115_102927345_+	true	7.741573	6					102921027	102921115	88	10.383828000000001	0.0	0.2642	0.1858	0.1404	0.1404	false	true	true	CHX
chr9_4690890_4691031_+	chr9	4690890	4691031	+	CE	CHX_Th2_15	false	4688606	4697096	chr9_4688606_4690890_+	chr9_4691031_4697096_+	true	8.061372	8					4690890	4691031	141	54.3093275	0.0	0.3288	0.2453	0.1489	0.1489	false	true	true	CHX
chr1_154241700_154241797_+	chr1	154241700	154241797	+	CE	CHX_Th2_15	false	154241565	154243217	chr1_154241565_154241700_+	chr1_154241797_154243217_+	true	99.36735	68					154241700	154241797	97	0.0	0.0	0.2296	0.7451	0.761	0.2296	false	true	true	CHX
chr9_133782267_133782460_-	chr9	133782267	133782460	-	CE	CHX_Th2_15	false	133780710	133783503	chr9_133780710_133782267_-	chr9_133782460_133783503_-	true	6.613402	6					133782267	133782460	193	17.490336	0.0	0.285	0.1858	0.1112	0.1112	false	true	true	CHX
chr16_3396560_3396646_-	chr16	3396560	3396646	-	CE	CHX_Th2_15	false	3393814	3397192	chr16_3393814_3396560_-	chr16_3396646_3397192_-	true	7.632184	6					3396560	3396646	86	0.0	0.0	0.2296	0.1858	0.1379	0.1379	false	true	true	CHX
chr19_44872942_44873027_+	chr19	44872942	44873027	+	CE	CHX_Th2_15	false	44872149	44873916	chr19_44872149_44872942_+	chr19_44873027_44873916_+	true	8.255815	7					44872942	44873027	85	0.0	0.0	0.2296	0.2183	0.1539	0.1539	false	true	true	CHX
chr12_12504511_12504686_-	chr12	12504511	12504686	-	CE	CHX_Th2_15	false	12500682	12519862	chr12_12500682_12504511_-	chr12_12504686_12519862_-	true	10.482955	8					12504511	12504686	175	18.575231688172003	0.0	0.288	0.2453	0.2075	0.2075	false	true	true	CHX
chr13_49097548_49097675_+	chr13	49097548	49097675	+	CE	CHX_Th2_15	false	49075364	49114655	chr13_49075364_49097548_+	chr13_49097675_49114655_+	true	9.71875	4					49097548	49097675	127	43.8914448	0.0	0.3217	0.1105	0.1918	0.1105	false	true	true	CHX
chr5_41916306_41916447_+	chr5	41916306	41916447	+	CE	CHX_Th2_15	false	41912183	41917016	chr5_41912183_41916306_+	chr5_41916447_41917016_+	true	11.669014	6					41916306	41916447	141	14.855381999999999	0.0	0.2805	0.1858	0.2291	0.1858	false	true	true	CHX
chr6_75621927_75621971_+	chr6	75621927	75621971	+	CE	CHX_Th2_15	false	75621625	75622751	chr6_75621625_75621927_+	chr6_75621971_75622751_+	true	8.111111	6					75621927	75621971	44	29.1818425	0.0	0.3044	0.1858	0.1503	0.1503	false	true	true	CHX
chr1_108167721_108167847_-	chr1	108167721	108167847	-	CE	CHX_Th2_15	false	108161293	108181941	chr1_108161293_108167721_-	chr1_108167847_108181941_-	true	9.86947	19					108167721	108167847	126	0.0	0.0	0.2296	0.4468	0.1956	0.1956	false	true	true	CHX
chr22_23304489_23304624_+	chr22	23304489	23304624	+	CE	CHX_Th2_15	false	23295155	23309424	chr22_23295155_23304489_+	chr22_23304624_23309424_+	true	7.036765	4					23304489	23304624	135	0.0	0.0	0.2296	0.1105	0.1231	0.1105	false	true	true	CHX
chr17_59043674_59043868_-	chr17	59043674	59043868	-	CE	CHX_Th2_15	false	59041898	59047683	chr17_59041898_59043674_-	chr17_59043868_59047683_-	true	12.215387	9					59043674	59043868	194	17.351319639775	0.0	0.2844	0.2689	0.2383	0.2383	false	true	true	CHX
chr11_59657080_59657153_-	chr11	59657080	59657153	-	CE	CHX_Th2_15	false	59656600	59657530	chr11_59656600_59657080_-	chr11_59657153_59657530_-	true	91.77028	88					59657080	59657153	73	0.0	0.0	0.2296	0.7922	0.7448	0.2296	false	true	true	CHX
chr11_33028366_33028480_+	chr11	33028366	33028480	+	CE	CHX_Th2_15	false	33027813	33028603	chr11_33027813_33028366_+	chr11_33028480_33028603_+	true	391.16956	152					33028366	33028480	114	530.039999808	0.0	0.7289	0.8751	0.9429	0.7289	false	true	true	CHX
chr15_48770179_48770281_-	chr15	48770179	48770281	-	CE	CHX_Th2_15	false	48769081	48772487	chr15_48769081_48770179_-	chr15_48770281_48772487_-	true	5.475728	5					48770179	48770281	102	7.354073	0.0	0.2529	0.1444	0.0775	0.0775	false	true	true	CHX
chr6_122429993_122430148_+	chr6	122429993	122430148	+	CE	CHX_Th2_15	false	122423686	122431430	chr6_122423686_122429993_+	chr6_122430148_122431430_+	true	8.515186	3					122429993	122430148	155	382.0	0.0	0.5256	0.0584	0.1617	0.0584	false	true	true	CHX
chr22_19405463_19405531_-	chr22	19405463	19405531	-	CE	CHX_Th2_15	false	19398087	19405786	chr22_19398087_19405463_-	chr22_19405531_19405786_-	true	5.565217	4					19405463	19405531	68	0.0	0.0	0.2296	0.1105	0.0806	0.0806	false	true	true	CHX
chr4_41604227_41604273_+	chr4	41604227	41604273	+	CE	CHX_Th2_15	false	41603905	41605894	chr4_41603905_41604227_+	chr4_41604273_41605894_+	true	10.106383	9					41604227	41604273	46	63.01739499681	0.0	0.3349	0.2689	0.1999	0.1999	false	true	true	CHX
chr17_28659495_28659891_-	chr17	28659495	28659891	-	CE	CHX_Th2_15	false	28655483	28661726	chr17_28655483_28659495_-	chr17_28659891_28661726_-	true	23.534004	14					28659495	28659891	396	0.0	0.0	0.2296	0.3722	0.4032	0.2296	false	true	true	CHX
